1064,532,0683,1
1065,533,0338,0
1066,533,0147,1
1067,534,0635,0
1068,534,0752,1
1069,535,0852,1
1070,535,0535,0
1071,536,0721,0
1072,536,0502,1
1073,537,0140,0
1074,537,0284,1
1075,538,0506,1
1076,538,0371,0
1077,539,0515,0
1078,539,0324,1
1079,540,0480,0
1080,540,0768,1
1081,541,0677,0
1082,541,0270,1
1083,542,0887,0
1084,542,0793,1
1085,543,0165,0
1086,543,0034,1
1087,544,0607,1
1088,544,0022,0
1089,545,0609,1
1090,545,0396,0
1091,546,0241,1
1092,546,0430,0
1093,547,0296,1
1094,547,0036,0
1095,548,0369,1
1096,548,0086,0
1097,549,0062,1
1098,549,0555,0
1099,550,0665,0
1100,550,0340,1
1101,551,0772,1
1102,551,0478,0
1103,552,0670,0
1104,552,0009,1
1105,553,0317,0
1106,553,0722,1
1107,554,0277,0
1108,554,0263,1
1109,555,0875,1
1110,555,0656,0
1111,556,0487,0
1112,556,0214,1
1113,557,0453,1
1114,557,0899,0
1115,558,0356,0
1116,558,0465,1
1117,559,0864,1
1118,559,0796,0
1119,560,0616,0
1120,560,0357,1
1121,561,0232,1
1122,561,0611,0
1123,562,0743,1
1124,562,0033,0
1125,563,0011,0
1126,563,0902,1
1127,564,0666,0
1128,564,0291,1
1129,565,0774,0
1130,565,0730,1
1131,566,0233,1
1132,566,0343,0
1133,567,0563,0
1134,567,0026,1
1135,568,0202,1
1136,568,0007,0
1137,569,0299,0
1138,569,0712,1
1139,570,0469,0
1140,570,0794,1
1141,571,0822,1
1142,571,0121,0
1143,572,0511,0
1144,572,0590,1
1145,573,0025,1
1146,573,0482,0
1147,574,0080,1
1148,574,0200,0
1149,575,0855,1
1150,575,0623,0
1151,576,0321,0
1152,576,0303,1
1153,577,0872,0
1154,577,0686,1
1155,578,0770,1
1156,578,0678,0
1157,579,0593,0
1158,579,0207,1
1159,580,0735,0
1160,580,0668,1
1161,581,0314,0
1162,581,0071,1
1163,582,0783,0
1164,582,0260,1
1165,583,0620,1
1166,583,0724,0
1167,584,0386,1
1168,584,0543,0
1169,585,0169,1
1170,585,0596,0
1171,586,0492,0
1172,586,0393,1
1173,587,0660,0
1174,587,0004,1
1175,588,0856,0
1176,588,0300,1
1177,589,0883,1
1178,589,0250,0
1179,590,0050,0
1180,590,0198,1
1181,591,0468,1
1182,591,0835,0
1183,592,0525,1
1184,592,0741,0
1185,593,0141,1
1186,593,0343,0
1187,594,0470,1
1188,594,0841,0
1189,595,0486,1
1190,595,0773,0
1191,596,0442,0
1192,596,0017,1
1193,597,0231,1
1194,597,0825,0
1195,598,0426,1
1196,598,0132,0
1197,599,0615,1
1198,599,0532,0
1199,600,0406,0
1200,600,0111,1
1201,601,0334,1
1202,601,0237,0
1203,602,0608,1
1204,602,0705,0
1205,603,0693,1
1206,603,0550,0
1207,604,0837,0
1208,604,0028,1
1209,605,0527,1
1210,605,0103,0
1211,606,0710,1
1212,606,0674,0
1213,607,0032,1
1214,607,0248,0
1215,608,0597,0
1216,608,0358,1
1217,609,0053,0
1218,609,0246,1
1219,610,0429,0
1220,610,0425,1
1221,611,0582,1
1222,611,0809,0
1223,612,0162,1
1224,612,0826,0
1225,613,0002,0
1226,613,0206,1
1227,614,0694,0
1228,614,0399,1
1229,615,0605,1
1230,615,0183,0
1231,616,0754,1
1232,616,0280,0
1233,617,0144,1
1234,617,0479,0
1235,618,0149,1
1236,618,0376,0
1237,619,0215,1
1238,619,0843,0
1239,620,0074,0
1240,620,0849,1
1241,621,0203,1
1242,621,0067,0
1243,622,0269,1
1244,622,0519,0
1245,623,0175,1
1246,623,0476,0
1247,624,0636,0
1248,624,0225,1
1249,625,0252,1
1250,625,0422,0
1251,626,0129,0
1252,626,0177,0
1253,627,0061,0
1254,627,0501,0
1255,628,0651,0
1256,628,0383,0
1257,629,0407,0
1258,629,0387,0
1259,630,0197,0
1260,630,0404,0
1261,631,0160,0
1262,631,0031,0
1263,632,0275,0
1264,632,0008,0
1265,633,0462,0
1266,633,0208,0
1267,634,0622,0
1268,634,0402,0
1269,635,0167,0
1270,635,0219,0
1271,636,0767,0
1272,636,0104,0
1273,637,0213,0
1274,637,0210,0
1275,638,0094,0
1276,638,0762,0
1277,639,0540,0
1278,639,0701,0
1279,640,0155,0
1280,640,0633,0
1281,641,0781,0
1282,641,0648,0
1283,642,0060,0
1284,642,0045,0
1285,643,0302,0
1286,643,0885,0
1287,644,0802,0
1288,644,0339,0
1289,645,0332,0
1290,645,0700,0
1291,646,0005,0
1292,646,0012,0
1293,647,0797,0
1294,647,0704,0
1295,648,0027,0
1296,648,0164,0
1297,649,0533,0
1298,649,0745,0
1299,650,0350,0
1300,650,0384,0
1301,651,0363,0
1302,651,0142,0
1303,652,0235,0
1304,652,0692,0
1305,653,0099,0
1306,653,0559,0
1307,654,0307,0
1308,654,0204,0
1309,655,0734,0
1310,655,0287,0
1311,656,0450,0
1312,656,0690,0
1313,657,0301,0
1314,657,0411,0
1315,658,0035,0
1316,658,0322,0
1317,659,0707,0
1318,659,0051,0
1319,660,0084,0
1320,660,0136,0
1321,661,0090,0
1322,661,0433,0
1323,662,0566,0
1324,662,0143,0
1325,663,0157,0
1326,663,0471,0
1327,664,0541,0
1328,664,0624,0
1329,665,0865,0
1330,665,0254,0
1331,666,0361,0
1332,666,0780,0
1333,667,0076,0
1334,667,0209,0
1335,668,0133,0
1336,668,0417,0
1337,669,0629,0
1338,669,0599,0
1339,670,0842,0
1340,670,0054,0
1341,671,0153,0
1342,671,0895,0
1343,672,0507,0
1344,672,0415,0
1345,673,0179,0
1346,673,0776,0
1347,674,0095,0
1348,674,0087,0
1349,675,0565,0
1350,675,0058,0
1351,676,0769,0
1352,676,0423,0
